Country,Date,Vaccine_Manufacturer,Total_Vaccinations,CountrywiseTotalVaccination,Percentage_of_Vaccination_2,Total_Percentage_of_Vaccination_2,Protection_from_Severe_Disease_Alpha_Ancestral,Protection_from_Infection_Alpha_Ancestral,Protection_from_Severe_Disease_Beta_Gamma_Delta,Protection_from_Infection_Beta_Gamma_Delta,Protection_from_Severe_Disease_Omicron,Protection_from_Infection_Omicron,Omicorn_Severe_Disease_Efficacy,Omicorn_Infection_Efficacy,Alpha_Ancestral_Severe_Disease_Efficacy,Alpha_Ancestral_Infection_Efficacy,Beta_Gamma_Delta_Severe_Disease_Efficacy,Beta_Gamma_Delta_Infection_Efficacy,Total_Omicorn_Severe_Disease_Efficacy,Total_Omicorn_Infection_Efficacy,Total_Alpha_Ancestral_Severe_Disease_Efficacy,Total_Alpha_Ancestral_Infection_Efficacy,Total_Beta_Gamma_Delta_Severe_Disease_Efficacy,Total_Beta_Gamma_Delta_Infection_Efficacy,Susceptible_BreakOut_for_Omicorn_Severe_Disease,Susceptible_BreakOut_for_Omicorn_Infection,Susceptible_BreakOut_for_Alpha_Ancestral_Severe_Disease,Susceptible_BreakOut_for_Alpha_Ancestral_Infection,Susceptible_BreakOut_for_Beta_Gamma_Delta_Severe_Disease,Susceptible_BreakOut_for_Beta_Gamma_Delta_Infection
Sweden,2022-09-30,Moderna,4152280,21986863,0.18885277085685212,100.0,97,92,97,91,73,48,13.786252272550204,9.064933001128901,18.318718773114657,17.374454918830395,18.318718773114657,17.185602147973544,72.12652223284422,44.274059605501705,95.31568941872243,85.74919182422704,95.31474617365832,84.4193960730096,27.873477767155777,55.725940394498295,4.684310581277572,14.25080817577296,4.685253826341679,15.580603926990406
Sweden,2022-09-30,Novavax,6913,21986863,0.0003144150213698061,100.0,89,83,86,82,65,43,0.0204369763890374,0.013519845918901662,0.027982936901912746,0.026096446773693906,0.027039691837803324,0.025782031752324103,72.12652223284422,44.274059605501705,95.31568941872243,85.74919182422704,95.31474617365832,84.4193960730096,27.873477767155777,55.725940394498295,4.684310581277572,14.25080817577296,4.685253826341679,15.580603926990406
Sweden,2022-09-30,Pfizer/BioNTech,16505608,21986863,0.7507031812587361,100.0,95,86,95,84,72,44,54.050629050629,33.03093997538439,71.31680221957993,64.56047358825131,71.31680221957993,63.059067225733834,72.12652223284422,44.274059605501705,95.31568941872243,85.74919182422704,95.31474617365832,84.4193960730096,27.873477767155777,55.725940394498295,4.684310581277572,14.25080817577296,4.685253826341679,15.580603926990406
Switzerland,2022-10-01,Moderna,9939440,16004728,0.6210314851961245,100.0,97,92,97,91,73,48,45.33529841931709,29.809511289413976,60.24005406402408,57.13489663804346,60.24005406402408,56.51386515284733,72.5618430378823,46.44088378134261,96.20647904794133,89.67108544425122,96.167085688679,88.26859113132068,27.438156962117702,53.55911621865739,3.793520952058671,10.328914555748781,3.832914311321005,11.731408868679324
Switzerland,2022-10-08,Johnson&Johnson,62859,16004728,0.003927526915796382,100.0,86,72,76,64,57,33,0.22386903420039378,0.1296083882212806,0.33776731475848887,0.2827819379373395,0.29849204560052506,0.25136172261096845,72.5618430378823,46.44088378134261,96.20647904794133,89.67108544425122,96.167085688679,88.26859113132068,27.438156962117702,53.55911621865739,3.793520952058671,10.328914555748781,3.832914311321005,11.731408868679324
Switzerland,2022-10-08,Novavax,630,16004728,3.9363368124719146e-05,100.0,89,83,86,82,65,43,0.0025586189281067446,0.0016926248293629234,0.003503339763100004,0.003267159554351689,0.0033852496587258468,0.00322779618622697,72.5618430378823,46.44088378134261,96.20647904794133,89.67108544425122,96.167085688679,88.26859113132068,27.438156962117702,53.55911621865739,3.793520952058671,10.328914555748781,3.832914311321005,11.731408868679324
Switzerland,2022-10-08,Pfizer/BioNTech,6001799,16004728,0.37500162451995434,100.0,95,86,95,84,72,44,27.00011696543671,16.50007147887799,35.62515432939566,32.25013970871607,35.62515432939566,31.500136459676163,72.5618430378823,46.44088378134261,96.20647904794133,89.67108544425122,96.167085688679,88.26859113132068,27.438156962117702,53.55911621865739,3.793520952058671,10.328914555748781,3.832914311321005,11.731408868679324
Ukraine,2021-09-19,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-20,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-21,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-22,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-23,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-24,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-25,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-26,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-27,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-28,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-29,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-09-30,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-01,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-02,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-03,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-04,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-05,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-06,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-07,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-08,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-09,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-10,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-11,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-12,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-13,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-14,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-15,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-16,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-17,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-18,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-19,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-20,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-21,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-22,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-23,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-24,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-25,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-26,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-27,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-28,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-29,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-30,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-10-31,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-01,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-02,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-03,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-04,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-05,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-06,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-07,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-08,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-09,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-10,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-11,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-12,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-13,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
Ukraine,2021-11-14,Johnson&Johnson,20680,34930070,0.0005920400388547747,100.0,86,72,76,64,57,33,0.03374628221472216,0.019537321282207566,0.05091544334151062,0.04262688279754378,0.044995042952962874,0.03789056248670558,60.74647909380085,36.78161309152831,81.58866002845114,71.60793104623038,80.37261233659139,70.34009064396376,39.25352090619915,63.21838690847169,18.411339971548855,28.392068953769623,19.627387663408612,29.659909356036238
