Country,Date,Vaccine_Manufacturer,Total_Vaccinations,CountrywiseTotalVaccination,Percentage_of_Vaccination_2,Total_Percentage_of_Vaccination_2,Protection_from_Severe_Disease_Alpha_Ancestral,Protection_from_Infection_Alpha_Ancestral,Protection_from_Severe_Disease_Beta_Gamma_Delta,Protection_from_Infection_Beta_Gamma_Delta,Protection_from_Severe_Disease_Omicron,Protection_from_Infection_Omicron,Omicorn_Severe_Disease_Efficacy,Omicorn_Infection_Efficacy,Alpha_Ancestral_Severe_Disease_Efficacy,Alpha_Ancestral_Infection_Efficacy,Beta_Gamma_Delta_Severe_Disease_Efficacy,Beta_Gamma_Delta_Infection_Efficacy,Total_Omicorn_Severe_Disease_Efficacy,Total_Omicorn_Infection_Efficacy,Total_Alpha_Ancestral_Severe_Disease_Efficacy,Total_Alpha_Ancestral_Infection_Efficacy,Total_Beta_Gamma_Delta_Severe_Disease_Efficacy,Total_Beta_Gamma_Delta_Infection_Efficacy,Susceptible_BreakOut_for_Omicorn_Severe_Disease,Susceptible_BreakOut_for_Omicorn_Infection,Susceptible_BreakOut_for_Alpha_Ancestral_Severe_Disease,Susceptible_BreakOut_for_Alpha_Ancestral_Infection,Susceptible_BreakOut_for_Beta_Gamma_Delta_Severe_Disease,Susceptible_BreakOut_for_Beta_Gamma_Delta_Infection
Ecuador,2022-01-28,Pfizer/BioNTech,8552679,29911659,0.28593128184565086,100.0,95,86,95,84,72,44,20.587052292886863,12.580976401208638,27.16347177533683,24.590090238725974,27.16347177533683,24.018227675034673,52.89885097981359,31.87179982226997,70.52256075131105,61.09999756282325,69.95800834717994,60.98632292511759,47.10114902018641,68.12820017773004,29.477439248688952,38.90000243717675,30.04199165282006,39.01367707488241
Ecuador,2022-01-28,Sinovac,15812935,29911659,0.5286545624233012,100.0,50,47,49,46,37,24,19.560218809662146,12.68770949815923,26.432728121165063,24.846764433895157,25.90407355874176,24.318109871471854,52.89885097981359,31.87179982226997,70.52256075131105,61.09999756282325,69.95800834717994,60.98632292511759,47.10114902018641,68.12820017773004,29.477439248688952,38.90000243717675,30.04199165282006,39.01367707488241
Estonia,2022-08-12,Oxford/AstraZeneca,238907,2129188,0.11220568592346003,100.0,94,63,94,69,71,36,7.9666037005656625,4.0394046932445615,10.547334476805243,7.068958213177982,10.547334476805243,7.742192328718742,71.43691914476318,43.14241532452748,94.77262599638924,83.57058700312044,94.39886003490534,82.35896407456738,28.56308085523682,56.85758467547252,5.2273740036107625,16.429412996879563,5.60113996509466,17.641035925432618
Estonia,2022-09-16,Pfizer/BioNTech,1570263,2129188,0.7374938239366369,100.0,95,86,95,84,72,44,53.099555323437855,32.44972825321202,70.06191327398051,63.42446885855077,70.06191327398051,61.9494812106775,71.43691914476318,43.14241532452748,94.77262599638924,83.57058700312044,94.39886003490534,82.35896407456738,28.56308085523682,56.85758467547252,5.2273740036107625,16.429412996879563,5.60113996509466,17.641035925432618
Estonia,2022-09-23,Moderna,238969,2129188,0.11223480500547627,100.0,97,92,97,91,73,48,8.193140765399768,5.3872706402628605,10.886776085531197,10.325602060503817,10.886776085531197,10.21336725549834,71.43691914476318,43.14241532452748,94.77262599638924,83.57058700312044,94.39886003490534,82.35896407456738,28.56308085523682,56.85758467547252,5.2273740036107625,16.429412996879563,5.60113996509466,17.641035925432618
Estonia,2022-09-30,Johnson&Johnson,78953,2129188,0.03708127229723256,100.0,86,72,76,64,57,33,2.113632520942256,1.2236819858086745,3.1889894175620004,2.6698516054007446,2.818176694589675,2.373201427022884,71.43691914476318,43.14241532452748,94.77262599638924,83.57058700312044,94.39886003490534,82.35896407456738,28.56308085523682,56.85758467547252,5.2273740036107625,16.429412996879563,5.60113996509466,17.641035925432618
Estonia,2022-09-30,Novavax,2096,2129188,0.0009844128371942732,100.0,89,83,86,82,65,43,0.06398683441762776,0.042329751999353744,0.08761274251029032,0.08170626548712467,0.08465950399870749,0.0807218526499304,71.43691914476318,43.14241532452748,94.77262599638924,83.57058700312044,94.39886003490534,82.35896407456738,28.56308085523682,56.85758467547252,5.2273740036107625,16.429412996879563,5.60113996509466,17.641035925432618
Finland,2021-01-01,Johnson&Johnson,0,12880233,0.0,100.0,86,72,76,64,57,33,0.0,0.0,0.0,0.0,0.0,0.0,72.11730121652302,44.297225679069626,95.27759722980167,85.97289575429264,95.27759722980167,84.47715014161622,27.882698783476982,55.702774320930374,4.722402770198329,14.027104245707363,4.722402770198329,15.522849858383779
Finland,2021-01-01,Novavax,0,12880233,0.0,100.0,89,83,86,82,65,43,0.0,0.0,0.0,0.0,0.0,0.0,72.11730121652302,44.297225679069626,95.27759722980167,85.97289575429264,95.27759722980167,84.47715014161622,27.882698783476982,55.702774320930374,4.722402770198329,14.027104245707363,4.722402770198329,15.522849858383779
Finland,2022-08-19,Oxford/AstraZeneca,553783,12880233,0.042994796755617695,100.0,94,63,94,69,71,36,3.0526305696488563,1.547812683202237,4.041510895028063,2.708672195603915,4.041510895028063,2.966640976137621,72.11730121652302,44.297225679069626,95.27759722980167,85.97289575429264,95.27759722980167,84.47715014161622,27.882698783476982,55.702774320930374,4.722402770198329,14.027104245707363,4.722402770198329,15.522849858383779
Finland,2022-09-30,Moderna,2064650,12880233,0.16029601327864176,100.0,97,92,97,91,73,48,11.70160896934085,7.694208637374805,15.548713288028251,14.747233221635042,15.548713288028251,14.586937208356401,72.11730121652302,44.297225679069626,95.27759722980167,85.97289575429264,95.27759722980167,84.47715014161622,27.882698783476982,55.702774320930374,4.722402770198329,14.027104245707363,4.722402770198329,15.522849858383779
Finland,2022-10-04,Pfizer/BioNTech,10261800,12880233,0.7967091899657405,100.0,95,86,95,84,72,44,57.36306167753332,35.05520435849258,75.68737304674535,68.51699033705368,75.68737304674535,66.9235719571222,72.11730121652302,44.297225679069626,95.27759722980167,85.97289575429264,95.27759722980167,84.47715014161622,27.882698783476982,55.702774320930374,4.722402770198329,14.027104245707363,4.722402770198329,15.522849858383779
France,2022-06-29,Oxford/AstraZeneca,7861940,150199793,0.05234321461415063,100.0,94,63,94,69,71,36,3.7163682376046947,1.8843557261094228,4.920262173730159,3.29762252069149,4.920262173730159,3.6116818083763937,71.99665624705621,44.13872996482758,95.19978381062083,85.65012503712306,95.12656876298092,84.1849375584692,28.003343752943792,55.86127003517242,4.800216189379171,14.349874962876939,4.873431237019076,15.815062441530799
France,2022-10-13,Johnson&Johnson,1089709,150199793,0.00725506326097267,100.0,86,72,76,64,57,33,0.41353860587544217,0.2394170876120981,0.6239354404436496,0.5223645547900322,0.5513848078339229,0.46432404870225086,71.99665624705621,44.13872996482758,95.19978381062083,85.65012503712306,95.12656876298092,84.1849375584692,28.003343752943792,55.86127003517242,4.800216189379171,14.349874962876939,4.873431237019076,15.815062441530799
France,2022-10-16,Moderna,23938199,150199793,0.1593757123220536,100.0,97,92,97,91,73,48,11.634426999509913,7.650034191458573,15.4594440952392,14.662565533628932,15.4594440952392,14.50318982130688,71.99665624705621,44.13872996482758,95.19978381062083,85.65012503712306,95.12656876298092,84.1849375584692,28.003343752943792,55.86127003517242,4.800216189379171,14.349874962876939,4.873431237019076,15.815062441530799
France,2022-10-16,Novavax,33265,150199793,0.00022147167672860907,100.0,89,83,86,82,65,43,0.01439565898735959,0.009523282099330191,0.019710979228846206,0.018382149168474554,0.019046564198660382,0.018160677491745943,71.99665624705621,44.13872996482758,95.19978381062083,85.65012503712306,95.12656876298092,84.1849375584692,28.003343752943792,55.86127003517242,4.800216189379171,14.349874962876939,4.873431237019076,15.815062441530799
France,2022-10-16,Pfizer/BioNTech,117276680,150199793,0.7808045381260945,100.0,95,86,95,84,72,44,56.217926745078806,34.35539967754816,74.17643112197898,67.14919027884413,74.17643112197898,65.58758120259193,71.99665624705621,44.13872996482758,95.19978381062083,85.65012503712306,95.12656876298092,84.1849375584692,28.003343752943792,55.86127003517242,4.800216189379171,14.349874962876939,4.873431237019076,15.815062441530799
Germany,2022-10-17,Johnson&Johnson,3752229,185882381,0.020186039041537776,100.0,86,72,76,64,57,33,1.1506042253676532,0.6661392883707467,1.7359993575722488,1.4533948109907198,1.534138967156871,1.2919064986584177,71.79230865350277,43.905195145956306,95.0839244683443,85.14971659417255,94.87963262101748,83.74989699534783,28.207691346497228,56.094804854043694,4.916075531655693,14.850283405827454,5.120367378982522,16.250103004652175
Germany,2022-10-17,Moderna,31547790,185882381,0.16971909779873112,100.0,97,92,97,91,73,48,12.389494139307372,8.146516694339095,16.46275248647692,15.614156997483263,16.46275248647692,15.444437899684532,71.79230865350277,43.905195145956306,95.0839244683443,85.14971659417255,94.87963262101748,83.74989699534783,28.207691346497228,56.094804854043694,4.916075531655693,14.850283405827454,5.120367378982522,16.250103004652175
Germany,2022-10-17,Novavax,149641,185882381,0.000805030574683676,100.0,89,83,86,82,65,43,0.052326987354438935,0.03461631471139807,0.07164772114684716,0.0668175376987451,0.06923262942279614,0.06601250712406143,71.79230865350277,43.905195145956306,95.0839244683443,85.14971659417255,94.87963262101748,83.74989699534783,28.207691346497228,56.094804854043694,4.916075531655693,14.850283405827454,5.120367378982522,16.250103004652175
Germany,2022-10-17,Oxford/AstraZeneca,12797173,185882381,0.06884554055717632,100.0,94,63,94,69,71,36,4.888033379559518,2.4784394600583473,6.4714808123745735,4.337269055102108,6.4714808123745735,4.750342298445166,71.79230865350277,43.905195145956306,95.0839244683443,85.14971659417255,94.87963262101748,83.74989699534783,28.207691346497228,56.094804854043694,4.916075531655693,14.850283405827454,5.120367378982522,16.250103004652175
Germany,2022-10-17,Pfizer/BioNTech,137634027,185882381,0.7404361094341696,100.0,95,86,95,84,72,44,53.31139987926021,32.579188815103464,70.34143039624611,63.677505411338586,70.34143039624611,62.196633192470244,71.79230865350277,43.905195145956306,95.0839244683443,85.14971659417255,94.87963262101748,83.74989699534783,28.207691346497228,56.094804854043694,4.916075531655693,14.850283405827454,5.120367378982522,16.250103004652175
Germany,2022-10-17,Valneva,1521,185882381,8.182593701551521e-06,100.0,75,70,73,69,55,36,0.00045004265358533364,0.00029457337325585473,0.000613694527616364,0.0005727815591086065,0.0005973293402132611,0.000564598965407055,71.79230865350277,43.905195145956306,95.0839244683443,85.14971659417255,94.87963262101748,83.74989699534783,28.207691346497228,56.094804854043694,4.916075531655693,14.850283405827454,5.120367378982522,16.250103004652175
Hong Kong,2022-10-16,Pfizer/BioNTech,11206025,19694058,0.5690053822325495,100.0,95,86,95,84,72,44,40.96838752074356,25.036236818232176,54.0555113120922,48.93446287199926,54.0555113120922,47.79645210753416,56.91518837813923,35.38010764465099,75.60524220046472,69.19120990706944,75.17424758269728,67.62220452483687,43.08481162186077,64.61989235534901,24.394757799535284,30.808790092930565,24.825752417302724,32.377795475163126
Hong Kong,2022-10-16,Sinovac,8488033,19694058,0.43099461776745046,100.0,50,47,49,46,37,24,15.946800857395667,10.343870826418812,21.549730888372522,20.256747035070173,21.118736270605073,19.82575241730272,56.91518837813923,35.38010764465099,75.60524220046472,69.19120990706944,75.17424758269728,67.62220452483687,43.08481162186077,64.61989235534901,24.394757799535284,30.808790092930565,24.825752417302724,32.377795475163126
Hungary,2021-11-19,Sputnik V,1807392,16479930,0.10967231050131887,100.0,92,86,89,85,67,44,7.3480448035883645,4.82558166205803,10.089852566121337,9.431818703113423,9.76083563461738,9.322146392612105,68.46169601448551,42.16162592923635,91.45003595282262,81.8265860959361,90.63234801361413,80.625425107995,31.53830398551449,57.83837407076365,8.549964047177383,18.173413904063906,9.367651986385866,19.374574892005
Hungary,2022-04-29,Oxford/AstraZeneca,1252501,16479930,0.07600159709416242,100.0,94,63,94,69,71,36,5.396113393685532,2.736057495389847,7.144150126851267,4.788100616932232,7.144150126851267,5.244110199497207,68.46169601448551,42.16162592923635,91.45003595282262,81.8265860959361,90.63234801361413,80.625425107995,31.53830398551449,57.83837407076365,8.549964047177383,18.173413904063906,9.367651986385866,19.374574892005
Hungary,2022-09-30,Johnson&Johnson,342568,16479930,0.020786981498101025,100.0,86,72,76,64,57,33,1.1848579453917585,0.6859703894373338,1.7876804088366882,1.4966626678632737,1.579810593855678,1.3303668158784656,68.46169601448551,42.16162592923635,91.45003595282262,81.8265860959361,90.63234801361413,80.625425107995,31.53830398551449,57.83837407076365,8.549964047177383,18.173413904063906,9.367651986385866,19.374574892005
Hungary,2022-09-30,Moderna,1079027,16479930,0.065475217431142,100.0,97,92,97,91,73,48,4.779690872473366,3.142810436694816,6.351096090820774,6.023720003665064,6.351096090820774,5.958244786233922,68.46169601448551,42.16162592923635,91.45003595282262,81.8265860959361,90.63234801361413,80.625425107995,31.53830398551449,57.83837407076365,8.549964047177383,18.173413904063906,9.367651986385866,19.374574892005
Hungary,2022-09-30,Pfizer/BioNTech,9684650,16479930,0.5876632971135193,100.0,95,86,95,84,72,44,42.31175739217339,25.85718507299485,55.82801322578433,50.53904355176266,55.82801322578433,49.36371695753562,68.46169601448551,42.16162592923635,91.45003595282262,81.8265860959361,90.63234801361413,80.625425107995,31.53830398551449,57.83837407076365,8.549964047177383,18.173413904063906,9.367651986385866,19.374574892005
Hungary,2022-09-30,Sinopharm/Beijing,2313792,16479930,0.1404005963617564,100.0,73,68,71,67,53,35,7.441231607173089,4.914020872661474,10.249243534408217,9.547240552599435,9.968442341684703,9.406839956237679,68.46169601448551,42.16162592923635,91.45003595282262,81.8265860959361,90.63234801361413,80.625425107995,31.53830398551449,57.83837407076365,8.549964047177383,18.173413904063906,9.367651986385866,19.374574892005
Iceland,2022-01-05,Oxford/AstraZeneca,1,83137,1.2028338766133009e-05,100.0,94,63,94,69,71,36,0.0008540120523954436,0.0004330201955807883,0.0011306638440165028,0.0007577853422663796,0.0011306638440165028,0.0008299553748631776,72.06275184334291,44.301057290977546,95.14698629972214,86.45400964672768,95.13676221177094,84.52607142427559,27.93724815665709,55.698942709022454,4.853013700277856,13.545990353272316,4.863237788229057,15.473928575724415
Iceland,2022-02-25,Moderna,6493,83137,0.07810000360850163,100.0,97,92,97,91,73,48,5.7013002634206185,3.7488001732080782,7.575700350024658,7.185200331982149,7.575700350024658,7.107100328373648,72.06275184334291,44.301057290977546,95.14698629972214,86.45400964672768,95.13676221177094,84.52607142427559,27.93724815665709,55.698942709022454,4.853013700277856,13.545990353272316,4.863237788229057,15.473928575724415
Iceland,2022-03-24,Johnson&Johnson,85,83137,0.0010224087951213059,100.0,86,72,76,64,57,33,0.058277301321914436,0.03373949023900309,0.0879271563804323,0.07361343324873403,0.07770306842921924,0.06543416288776358,72.06275184334291,44.301057290977546,95.14698629972214,86.45400964672768,95.13676221177094,84.52607142427559,27.93724815665709,55.698942709022454,4.853013700277856,13.545990353272316,4.863237788229057,15.473928575724415
Iceland,2022-03-28,Pfizer/BioNTech,76558,83137,0.9208655592576109,100.0,95,86,95,84,72,44,66.30232026654798,40.518084607334885,87.48222812947304,79.19443809615454,87.48222812947304,77.35270697763931,72.06275184334291,44.301057290977546,95.14698629972214,86.45400964672768,95.13676221177094,84.52607142427559,27.93724815665709,55.698942709022454,4.853013700277856,13.545990353272316,4.863237788229057,15.473928575724415
Ireland,2022-09-06,Oxford/AstraZeneca,1190578,11666898,0.10204751940061531,100.0,94,63,94,69,71,36,7.245373877443686,3.673710698422151,9.592466823657839,6.428993722238764,9.592466823657839,7.041278838642456,71.72775608392223,43.49831986188617,94.98403688795429,84.17561866058999,94.78098865696778,83.00478250516976,28.27224391607777,56.50168013811383,5.015963112045711,15.82438133941001,5.219011343032221,16.995217494830243
Ireland,2022-09-30,Johnson&Johnson,236738,11666898,0.02029142622143435,100.0,86,72,76,64,57,33,1.156611294621758,0.6696170653073336,1.7450626550433541,1.4609826879432732,1.5421483928290107,1.2986512781717985,71.72775608392223,43.49831986188617,94.98403688795429,84.17561866058999,94.78098865696778,83.00478250516976,28.27224391607777,56.50168013811383,5.015963112045711,15.82438133941001,5.219011343032221,16.995217494830243
Ireland,2022-09-30,Novavax,521,11666898,4.465625738735352e-05,100.0,89,83,86,82,65,43,0.0029026567301779784,0.0019202190676562013,0.003974406907474463,0.003706469363150342,0.0038404381353124026,0.0036618131057629885,71.72775608392223,43.49831986188617,94.98403688795429,84.17561866058999,94.78098865696778,83.00478250516976,28.27224391607777,56.50168013811383,5.015963112045711,15.82438133941001,5.219011343032221,16.995217494830243
Ireland,2022-10-04,Moderna,1569053,11666898,0.13448759044606373,100.0,97,92,97,91,73,48,9.817594102562653,6.455404341411059,13.045296273268182,12.372858321037864,13.045296273268182,12.2383707305918,71.72775608392223,43.49831986188617,94.98403688795429,84.17561866058999,94.78098865696778,83.00478250516976,28.27224391607777,56.50168013811383,5.015963112045711,15.82438133941001,5.219011343032221,16.995217494830243
Ireland,2022-10-04,Pfizer/BioNTech,8670008,11666898,0.7431288076744993,100.0,95,86,95,84,72,44,53.50527415256395,32.69766753767797,70.59723672907744,63.90907746000694,70.59723672907744,62.42281984465794,71.72775608392223,43.49831986188617,94.98403688795429,84.17561866058999,94.78098865696778,83.00478250516976,28.27224391607777,56.50168013811383,5.015963112045711,15.82438133941001,5.219011343032221,16.995217494830243
Italy,2022-07-12,Oxford/AstraZeneca,12167276,141300425,0.0861092668334154,100.0,94,63,94,69,71,36,6.113757945172493,3.099933606002954,8.094271082341047,5.42488381050517,8.094271082341047,5.941539411505662,71.99400332306149,44.16278751461647,95.3006927190771,85.32320761243287,95.1930449749178,84.1906877067072,28.00599667693851,55.83721248538353,4.699307280922895,14.676792387567133,4.806955025082203,15.809312293292805
Italy,2022-09-14,Johnson&Johnson,1508187,141300425,0.01067361970071923,100.0,86,72,76,64,57,33,0.6083963229409961,0.3522294501237346,0.9179312942618537,0.7685006184517845,0.8111950972546614,0.6831116608460307,71.99400332306149,44.16278751461647,95.3006927190771,85.32320761243287,95.1930449749178,84.1906877067072,28.00599667693851,55.83721248538353,4.699307280922895,14.676792387567133,4.806955025082203,15.809312293292805
Italy,2022-09-30,Novavax,42934,141300425,0.00030384905070172296,100.0,89,83,86,82,65,43,0.01975018829561199,0.013065509180174087,0.027042565512453345,0.025219471208243006,0.026131018360348174,0.024915622157541284,71.99400332306149,44.16278751461647,95.3006927190771,85.32320761243287,95.1930449749178,84.1906877067072,28.00599667693851,55.83721248538353,4.699307280922895,14.676792387567133,4.806955025082203,15.809312293292805
Italy,2022-10-17,Moderna,34243286,141300425,0.24234382876059998,100.0,97,92,97,91,73,48,17.691099499523798,11.632503780508799,23.507351389778197,22.2956322459752,23.507351389778197,22.0532884172146,71.99400332306149,44.16278751461647,95.3006927190771,85.32320761243287,95.1930449749178,84.1906877067072,28.00599667693851,55.83721248538353,4.699307280922895,14.676792387567133,4.806955025082203,15.809312293292805
Italy,2022-10-17,Pfizer/BioNTech,93338742,141300425,0.6605694356545637,100.0,95,86,95,84,72,44,47.56099936712859,29.065055168800804,62.75409638718355,56.808971466292476,62.75409638718355,55.48783259498335,71.99400332306149,44.16278751461647,95.3006927190771,85.32320761243287,95.1930449749178,84.1906877067072,28.00599667693851,55.83721248538353,4.699307280922895,14.676792387567133,4.806955025082203,15.809312293292805
Japan,2022-09-30,Oxford/AstraZeneca,117834,327458512,0.0003598440586574216,100.0,94,63,94,69,71,36,0.025548928164676934,0.012954386111667177,0.03382534151379763,0.02267017569541756,0.03382534151379763,0.02482924004736209,72.23661121076614,44.963568071792864,95.47908229669108,87.44036256721279,95.47701978502853,85.68571240560698,27.763388789233858,55.036431928207136,4.520917703308925,12.559637432787213,4.522980214971469,14.314287594393022
Japan,2022-10-17,Moderna,79174092,327458512,0.24178358203740938,100.0,97,92,97,91,73,48,17.650201488730886,11.60561193779565,23.45300745762871,22.244089547441664,23.45300745762871,22.002305965404254,72.23661121076614,44.963568071792864,95.47908229669108,87.44036256721279,95.47701978502853,85.68571240560698,27.763388789233858,55.036431928207136,4.520917703308925,12.559637432787213,4.522980214971469,14.314287594393022
Japan,2022-10-17,Novavax,225129,327458512,0.0006875038875153748,100.0,89,83,86,82,65,43,0.04468775268849936,0.029562667163161117,0.06118784598886835,0.05706282266377611,0.059125334326322235,0.05637531877626073,72.23661121076614,44.963568071792864,95.47908229669108,87.44036256721279,95.47701978502853,85.68571240560698,27.763388789233858,55.036431928207136,4.520917703308925,12.559637432787213,4.522980214971469,14.314287594393022
Japan,2022-10-17,Pfizer/BioNTech,247941457,327458512,0.7571690700164179,100.0,95,86,95,84,72,44,54.516173041182086,33.315439080722385,71.9310616515597,65.11654002141194,71.9310616515597,63.6022018813791,72.23661121076614,44.963568071792864,95.47908229669108,87.44036256721279,95.47701978502853,85.68571240560698,27.763388789233858,55.036431928207136,4.520917703308925,12.559637432787213,4.522980214971469,14.314287594393022
Latvia,2021-05-23,Sinovac,9,2896153,3.1075706290378994e-06,100.0,50,47,49,46,37,24,0.00011498011327440228,7.458169509690958e-05,0.00015537853145189496,0.00014605581956478127,0.00015227096082285707,0.00014294824893574338,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Latvia,2021-08-24,Sinopharm/Beijing,27,2896153,9.322711887113699e-06,100.0,73,68,71,67,53,35,0.0004941037300170261,0.0003262949160489795,0.0006805579677593,0.0006339444083237315,0.0006619125439850727,0.0006246216964366178,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Latvia,2022-03-16,Oxford/AstraZeneca,262043,2896153,0.09047968114944203,100.0,94,63,94,69,71,36,6.424057361610385,3.2572685213799133,8.505090028047551,5.700219912414848,8.505090028047551,6.243097999311501,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Latvia,2022-07-11,Johnson&Johnson,293843,2896153,0.10145976403870928,100.0,86,72,76,64,57,33,5.783206550206429,3.3481722132774063,8.725539707328998,7.305103010787068,7.7109420669419055,6.493424898477394,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Latvia,2022-07-11,Moderna,715409,2896153,0.2470204440165972,100.0,97,92,97,91,73,48,18.032492413211596,11.856981312796666,23.960983069609927,22.72588084952694,23.960983069609927,22.478860405510346,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Latvia,2022-07-11,Novavax,438,2896153,0.00015123510394651112,100.0,89,83,86,82,65,43,0.009830281756523222,0.0065031094696999785,0.013459924251239489,0.012552513627560423,0.013006218939399957,0.01240127852361391,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Latvia,2022-07-11,Pfizer/BioNTech,1624384,2896153,0.5608764454087888,100.0,95,86,95,84,72,44,40.38310406943279,24.678563597986706,53.28326231383493,48.23537430515584,53.28326231383493,47.113621414338255,70.63329976006102,43.14788963152154,94.48917097957187,83.97991059174015,93.47409788087853,82.34217356610648,29.36670023993898,56.85211036847846,5.510829020428133,16.02008940825985,6.525902119121469,17.65782643389352
Liechtenstein,2022-06-17,Johnson&Johnson,264,68535,0.003852046399649814,100.0,86,72,76,64,57,33,0.2195666447800394,0.12711753118844388,0.33127599036988403,0.2773473407747866,0.29275552637338587,0.2465309695775881,72.62187203618589,46.67663237761728,96.3247537754432,90.02455679579778,96.28618953819216,88.6812139782593,27.37812796381411,53.32336762238272,3.675246224556801,9.975443204202222,3.7138104618078387,11.318786021740706
Liechtenstein,2022-09-16,Novavax,1,68535,1.4591084847158386e-05,100.0,89,83,86,82,65,43,0.000948420515065295,0.0006274166484278106,0.0012986065513970963,0.001211060042314146,0.0012548332968556212,0.0011964689574669876,72.62187203618589,46.67663237761728,96.3247537754432,90.02455679579778,96.28618953819216,88.6812139782593,27.37812796381411,53.32336762238272,3.675246224556801,9.975443204202222,3.7138104618078387,11.318786021740706
Liechtenstein,2022-09-30,Moderna,46587,68535,0.6797548697745678,100.0,97,92,97,91,73,48,49.62210549354345,32.62823374917925,65.93622236813307,62.53744801926024,65.93622236813307,61.85769314948567,72.62187203618589,46.67663237761728,96.3247537754432,90.02455679579778,96.28618953819216,88.6812139782593,27.37812796381411,53.32336762238272,3.675246224556801,9.975443204202222,3.7138104618078387,11.318786021740706
Liechtenstein,2022-09-30,Pfizer/BioNTech,21683,68535,0.31637849274093527,100.0,95,86,95,84,72,44,22.77925147734734,13.920653680601152,30.05595681038885,27.20855037572043,30.05595681038885,26.575793390238562,72.62187203618589,46.67663237761728,96.3247537754432,90.02455679579778,96.28618953819216,88.6812139782593,27.37812796381411,53.32336762238272,3.675246224556801,9.975443204202222,3.7138104618078387,11.318786021740706
Lithuania,2022-04-29,Oxford/AstraZeneca,536495,4488690,0.11952150850248068,100.0,94,63,94,69,71,36,8.486027103676129,4.3027743060893044,11.235021799233184,7.529855035656283,11.235021799233184,8.246984086671167,70.96537854028682,42.61245530433155,94.4341473793022,82.76869264752077,93.77516224109928,81.40285138871252,29.03462145971318,57.38754469566845,5.565852620697797,17.231307352479234,6.224837758900719,18.59714861128748
Lithuania,2022-09-30,Johnson&Johnson,295798,4488690,0.06589851382029055,100.0,86,72,76,64,57,33,3.7562152877565613,2.174650956069588,5.667272188544987,4.74469299506092,5.008287050342082,4.217504884498595,70.96537854028682,42.61245530433155,94.4341473793022,82.76869264752077,93.77516224109928,81.40285138871252,29.03462145971318,57.38754469566845,5.565852620697797,17.231307352479234,6.224837758900719,18.59714861128748
Lithuania,2022-09-30,Moderna,329370,4488690,0.0733777560936487,100.0,97,92,97,91,73,48,5.3565761948363555,3.5221322924951375,7.117642341083924,6.7507535606156805,7.117642341083924,6.677375804522032,70.96537854028682,42.61245530433155,94.4341473793022,82.76869264752077,93.77516224109928,81.40285138871252,29.03462145971318,57.38754469566845,5.565852620697797,17.231307352479234,6.224837758900719,18.59714861128748
Lithuania,2022-09-30,Pfizer/BioNTech,3327027,4488690,0.7412022215835801,100.0,95,86,95,84,72,44,53.36655995401777,32.61289774967752,70.4142110504401,63.74339105618789,70.4142110504401,62.26098661302073,70.96537854028682,42.61245530433155,94.4341473793022,82.76869264752077,93.77516224109928,81.40285138871252,29.03462145971318,57.38754469566845,5.565852620697797,17.231307352479234,6.224837758900719,18.59714861128748
Luxembourg,2021-12-03,Oxford/AstraZeneca,105101,1207650,0.08702935453152817,100.0,94,63,94,69,71,36,6.1790841717385,3.133056763135014,8.180759325963647,5.482849335486275,8.180759325963647,6.005025462675444,71.67557653293588,44.04952593880678,95.16332712292468,85.20231192812487,94.81834389102804,83.97375729723015,28.324423467064122,55.95047406119322,4.836672877075316,14.797688071875129,5.181656108971964,16.02624270276985
Luxembourg,2022-07-12,Johnson&Johnson,41517,1207650,0.034378338094646625,100.0,86,72,76,64,57,33,1.9595652713948577,1.1344851571233385,2.9565370761396097,2.475240342814557,2.6127536951931436,2.200213638057384,71.67557653293588,44.04952593880678,95.16332712292468,85.20231192812487,94.81834389102804,83.97375729723015,28.324423467064122,55.95047406119322,4.836672877075316,14.797688071875129,5.181656108971964,16.02624270276985
